,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
280,Guiratinga,32,BR,1554994005,91,-16.35,-53.76,81.72,3.94
281,Corn Island,8,NI,1554994235,100,12.17,-83.04,80.46,6.85
282,Valence,90,FR,1554994127,62,44.93,4.89,61.0,14.99
283,Lukovetskiy,90,RU,1554991200,86,64.29,41.92,26.6,4.47
284,Patrocinio,56,PH,1554994236,95,13.72,123.64,79.11,5.17
285,Sribne,76,UA,1554994236,73,50.66,32.92,61.29,6.96
286,Auki,48,NG,1554994236,21,12.18,6.51,102.24,7.74
287,Lamont,56,CA,1554994207,76,53.76,-112.78,41.0,3.0
288,Loreto,0,PY,1554994237,85,-23.27,-57.32,84.33,4.38
289,Valparaiso,1,US,1554994083,68,41.47,-87.06,46.99,23.04
290,Montepuez,68,MZ,1554994237,66,-13.13,39.0,81.54,7.96
291,Kaltasy,44,RU,1554994238,66,55.97,54.79,52.92,7.85
292,Bafia,76,CM,1554994238,57,4.74,11.22,84.87,6.17
293,Nurota,8,UZ,1554991200,49,40.56,65.69,71.6,6.93
294,Oriximina,44,BR,1554994238,79,-1.77,-55.87,84.06,2.71
295,Evensk,48,RU,1554994238,100,61.92,159.24,20.97,4.38
296,Pirgos,40,GR,1554994172,68,35.12,25.72,71.01,5.82
297,Tuatapere,92,NZ,1554994207,83,-46.13,167.69,48.99,4.0
298,Sao Filipe,0,CV,1554994239,92,14.9,-24.5,72.45,20.83
299,Pedernales,0,EC,1554994034,61,0.07,-80.05,85.14,4.38
300,Belmonte,0,PT,1554993931,54,40.36,-7.35,61.0,4.0
301,Carutapera,92,BR,1554994239,100,-1.2,-46.02,74.43,3.38
302,Yugorsk,68,RU,1554994240,83,61.32,63.33,42.93,8.19
303,Ucluelet,90,CA,1554993870,93,48.94,-125.55,45.0,2.24
304,Kidal,0,ML,1554994240,12,18.44,1.41,95.76,8.75
305,Fukue,75,JP,1554994006,57,35.03,136.69,50.0,18.34
306,Kaohsiung,75,TW,1554993920,78,22.62,120.31,79.0,8.05
307,Zhanaozen,64,KZ,1554994240,63,43.35,52.85,66.96,8.41
308,Labuhan,100,ID,1554994240,99,-2.54,115.51,74.34,2.59
309,Shingu,92,JP,1554994241,100,33.72,135.99,54.27,5.5
310,Nhulunbuy,90,AU,1554991200,94,-12.18,136.78,77.0,17.02
311,Chumikan,0,RU,1554994241,61,54.72,135.31,25.65,4.72
312,Svetlogorsk,0,RU,1554991200,30,53.14,59.15,59.0,4.47
313,Makakilo City,1,US,1554994014,69,21.35,-158.09,75.2,5.82
314,Banda Aceh,92,ID,1554994242,79,5.56,95.32,81.54,2.15
315,Petropavlovsk-Kamchatskiy,24,RU,1554991200,92,53.05,158.65,21.2,4.47
316,Leua,36,AO,1554994242,91,-11.65,20.45,71.73,3.27
317,Bambous Virieux,40,MU,1554994144,78,-20.34,57.76,80.6,8.05
318,Marsh Harbour,36,BS,1554994044,100,26.54,-77.06,74.97,8.19
319,Santa Cruz,1,US,1554994216,87,36.97,-122.03,53.01,6.93
320,Koutiala,8,ML,1554994248,18,12.39,-5.46,101.25,9.75
321,Vizinga,56,RU,1554994248,78,61.08,50.08,37.8,7.63
322,Pitimbu,75,BR,1554991200,74,-7.47,-34.81,86.0,9.17
323,Vardo,1,US,1554993975,45,39.62,-77.74,52.0,8.05
324,Makinsk,0,KZ,1554994248,68,52.63,70.42,42.48,5.61
325,Juegang,0,CN,1554993765,61,32.31,121.18,53.01,2.26
326,Ratnagiri,0,IN,1554994125,95,16.98,73.3,83.07,12.33
327,Saint-Joseph,90,FR,1554994230,76,43.56,6.97,60.8,2.24
328,Coquimbo,90,CL,1554991200,77,-29.95,-71.34,59.0,3.04
329,Ossora,0,RU,1554994250,76,59.24,163.07,7.02,4.61
330,Burnie,0,AU,1554994236,93,-41.05,145.91,46.99,1.99
331,Bontang,20,ID,1554994251,96,0.12,117.47,82.71,2.93
332,Zollikofen,75,CH,1554994242,66,47.0,7.46,55.0,9.17
333,Arona,75,IT,1554994241,81,45.76,8.56,55.4,3.36
334,Cayenne,75,GF,1554991200,74,4.94,-52.33,84.2,13.87
335,Sarangani,12,PH,1554994251,95,5.4,125.46,82.89,14.67
336,Japura,36,ID,1554994252,89,-0.42,102.29,76.86,1.92
337,Ziro,44,IN,1554994252,92,27.54,93.82,58.23,1.48
338,Vao,48,EE,1554994252,67,59.1,26.19,32.67,7.4
339,Necochea,56,AR,1554994252,89,-38.55,-58.74,59.04,12.21
340,Manohar Thana,56,IN,1554994252,37,24.24,76.8,83.16,6.96
341,Reykjavik,75,IS,1554993912,81,64.15,-21.94,51.01,33.33
342,Gorontalo,56,ID,1554994253,94,0.54,123.06,75.69,1.81
343,Bilibino,0,RU,1554994253,64,68.06,166.44,-1.27,2.59
344,Arak,75,IR,1554991200,42,34.1,49.69,64.4,9.17
345,Buraydah,75,SA,1554991200,48,26.33,43.97,84.2,16.11
346,Matagami,64,NG,1554994253,62,9.67,8.4,84.33,6.17
347,Barao de Melgaco,75,BR,1554991200,83,-16.19,-55.97,80.6,2.24
348,Bitung,40,ID,1554993000,94,1.44,125.19,78.8,2.24
349,Port Hawkesbury,40,CA,1554994251,76,45.62,-61.36,43.0,12.75
350,Xinzhi,75,TW,1554993920,74,22.54,120.62,80.6,6.93
351,Mutis,32,CO,1554994254,95,6.23,-77.4,78.39,3.6
352,Inirida,56,CO,1554994254,88,3.87,-67.92,80.28,2.71
353,Te Anau,88,NZ,1554994077,93,-45.41,167.72,39.69,2.37
354,Firminy,40,FR,1554994254,54,45.39,4.29,60.01,18.34
355,Dubti,44,ET,1554994255,28,11.74,41.09,97.02,6.96
356,Flinders,90,AU,1554994149,87,-34.58,150.85,57.99,3.36
357,Caohai,12,CN,1554994255,90,26.87,104.28,49.5,3.38
358,Buala,92,SB,1554994255,100,-8.15,159.59,79.02,6.29
359,Aksu,40,KZ,1554991200,52,52.04,76.93,46.4,4.47
360,Sakete,40,BJ,1554991200,74,6.74,2.66,86.0,5.82
361,Deputatskiy,48,RU,1554994256,69,69.3,139.9,2.97,2.71
362,Dunedin,76,NZ,1554993918,93,-45.87,170.5,51.01,20.0
363,Kodiak,40,US,1554994177,71,39.95,-94.76,55.0,26.4
364,Bichura,88,RU,1554994257,54,50.59,107.6,32.22,7.4
365,Sault Sainte Marie,1,CA,1554991200,63,46.49,-84.36,30.2,10.29
366,San Borja,12,BO,1554994257,65,-14.86,-66.75,83.79,2.59
367,Pavullo nel Frignano,40,IT,1554994250,82,44.33,10.84,60.01,5.82
368,Kijini,75,TZ,1554991200,88,-5.85,39.32,80.6,5.82
369,Caravelas,92,BR,1554994257,100,-17.73,-39.27,81.09,8.19
370,Merauke,80,ID,1554994258,100,-8.49,140.4,77.22,10.76
371,Apollonia,20,GR,1554994206,32,40.64,23.49,72.0,8.05
372,Bud,0,NO,1554993936,42,62.91,6.91,46.4,9.17
373,Okuchi,100,JP,1554993745,76,32.07,130.62,51.01,2.15
374,Turka,92,UA,1554994146,62,49.16,23.03,46.0,9.64
375,Mercedes,88,UY,1554994259,76,-33.25,-58.03,68.94,17.25
376,Pokhara,0,NP,1554994195,76,28.21,83.99,54.45,2.48
377,Aginskoye,0,RU,1554994065,92,51.11,114.54,33.01,7.0
378,Bull Savanna,76,JM,1554994260,69,17.89,-77.59,80.37,5.28
379,Sterling,1,US,1554994244,53,39.0,-77.4,55.99,8.05
380,Dori,0,BF,1554994260,16,14.03,-0.03,103.32,11.99
381,Shahr-e Babak,0,IR,1554994260,44,30.12,55.12,59.4,4.16
382,Saint Anthony,90,US,1554994253,69,43.97,-111.68,36.0,5.82
383,Adrar,0,DZ,1554991200,8,27.87,-0.29,89.6,4.7
384,Chillicothe,1,US,1554994228,47,39.33,-82.98,61.0,7.4
385,Byron Bay,75,AU,1554994028,100,-28.65,153.62,66.0,2.24
386,Carinhanha,92,BR,1554994261,92,-14.3,-43.77,80.37,1.14
387,Canals,20,ES,1554994241,24,38.96,-0.58,71.6,3.36
388,Vega de Alatorre,0,MX,1554994262,53,20.03,-96.65,79.74,5.61
389,Vestmannaeyjar,90,IS,1554991200,100,63.44,-20.27,44.6,34.45
390,Gao,0,ML,1554994262,11,16.28,-0.04,101.25,10.98
391,Aykhal,76,RU,1554994262,67,65.95,111.51,6.21,14.23
392,Djibo,0,BF,1554994262,16,14.1,-1.63,102.33,10.65
393,Aswan,0,EG,1554994263,18,24.09,32.9,86.13,9.08
394,Agirish,88,RU,1554994263,95,61.92,63.02,43.29,8.19
395,Myitkyina,0,MM,1554994263,86,25.38,97.4,69.21,1.25
396,Moyeuvre-Grande,0,FR,1554994204,34,49.25,6.05,57.0,16.11
397,Sechura,0,PE,1554994263,79,-5.56,-80.82,76.14,9.08
398,Chapais,1,CA,1554991200,58,49.78,-74.86,26.6,8.05
399,Upernavik,32,GL,1554994264,100,72.79,-56.15,14.76,15.79
400,Hoquiam,90,US,1554994027,100,46.98,-123.89,48.99,16.11
401,Hithadhoo,100,MV,1554994264,100,-0.6,73.08,85.5,6.85
402,Cabo San Lucas,5,MX,1554994226,30,22.89,-109.91,73.0,11.41
403,Arman,76,RU,1554994264,90,59.7,150.17,13.05,2.71
404,Morondava,0,MG,1554994264,68,-20.3,44.28,87.66,8.97
405,Poya,56,NC,1554994264,100,-21.35,165.16,74.79,10.98
406,Pachino,0,IT,1554994216,63,36.72,15.09,60.8,9.17
407,Taloqan,92,AF,1554994265,100,36.74,69.54,51.66,2.26
408,Zapolyarnyy,75,RU,1554992400,69,69.43,30.82,33.8,40.26
409,Havoysund,75,NO,1554992400,94,71.0,24.66,35.6,31.09
410,Almaznyy,20,RU,1554991200,59,48.03,40.04,64.4,6.71
411,Rabat,40,MA,1554993979,63,34.02,-6.83,68.0,10.29
412,Zhanakorgan,0,KZ,1554994266,82,43.91,67.25,59.49,2.04
413,Xichang,0,CN,1554994266,30,27.88,102.25,57.96,1.81
414,Itaberaba,44,BR,1554994266,73,-12.52,-40.31,87.21,5.06
415,Sitka,0,US,1554994266,39,37.17,-99.65,37.62,25.08
416,Tineo,40,ES,1554994236,81,43.34,-6.41,55.0,9.17
417,Lobez,75,PL,1554994260,69,53.64,15.62,37.4,10.29
418,Wuchi,0,NG,1554994267,15,13.33,5.43,106.92,7.96
419,Timizart,68,DZ,1554994267,61,36.8,4.25,55.08,2.59
420,Avanigadda,20,IN,1554991200,62,16.02,80.92,87.8,1.12
421,Beringovskiy,92,RU,1554994267,91,63.05,179.32,12.06,16.46
422,Ayan,88,TR,1554994268,86,40.67,33.6,45.09,4.94
423,Balkanabat,8,TM,1554994268,41,39.51,54.36,70.74,4.05
424,Narsaq,75,GL,1554990600,28,60.91,-46.05,46.4,23.04
425,Linfen,0,CN,1554994268,62,36.09,111.52,38.25,1.36
426,Bonoua,40,CI,1554991200,63,5.27,-3.6,91.4,12.75
427,Nishihara,75,JP,1554994249,71,35.74,139.53,53.01,11.41
428,Takestan,75,IR,1554991200,76,36.07,49.69,55.4,4.7
429,Lorengau,88,PG,1554994269,100,-2.02,147.27,82.53,4.72
430,Nakhon Phanom,32,LA,1554994269,71,17.4,104.79,81.9,4.72
431,Canyon,90,US,1554994063,47,34.98,-101.92,37.0,19.46
432,Alugan,80,PH,1554994270,96,12.22,125.48,79.47,7.85
433,Cabedelo,75,BR,1554991200,74,-6.97,-34.84,86.0,9.17
434,Atasu,92,KZ,1554994270,70,48.68,71.64,53.82,1.7
435,Prince Rupert,1,CA,1554991200,100,54.32,-130.32,33.8,6.93
436,Nemuro,0,JP,1554994270,97,43.32,145.57,33.57,5.95
437,Talakan,0,RU,1554994271,53,50.29,130.28,31.32,5.95
438,Klishkivtsi,92,UA,1554991845,86,48.43,26.26,48.0,5.99
439,Kastamonu,92,TR,1554994271,75,41.38,33.78,48.6,6.62
440,Popondetta,100,PG,1554994271,97,-8.77,148.24,69.21,1.7
441,Nara,80,JP,1554993856,53,34.68,135.8,50.0,13.87
442,Sept-Iles,20,CA,1554991200,34,50.2,-66.38,37.4,12.75
443,Los Llanos de Aridane,20,ES,1554994205,52,28.66,-17.92,69.8,13.87
444,Naisud,76,PH,1554994272,95,11.81,122.19,83.16,12.77
445,Santo Domingo,40,DO,1554993812,69,18.48,-69.94,84.99,9.17
446,Keti Bandar,12,PK,1554994273,93,24.14,67.45,81.18,13.89
447,Weihe,76,CN,1554994273,85,32.99,105.33,52.74,2.48
448,Bubaque,0,GW,1554994273,70,11.28,-15.83,91.62,6.29
449,Grindavik,75,IS,1554993419,81,63.84,-22.43,51.01,33.33
450,Umm Lajj,0,SA,1554994273,60,25.02,37.27,78.66,14.79
451,Sakaiminato,75,JP,1554994095,70,35.55,133.23,42.8,5.82
452,Dourbali,0,TD,1554994274,17,11.81,15.86,106.74,7.74
453,Maceio,40,BR,1554991200,48,-9.67,-35.74,87.8,9.17
454,Upata,0,VE,1554994274,45,8.02,-62.41,89.19,9.31
455,Sosnovoborsk,0,RU,1554991200,53,56.12,93.34,26.6,4.47
456,Astana,0,KZ,1554991200,39,51.13,71.43,51.8,11.18
457,Paita,0,PE,1554991200,290,-5.09,-81.11,62.6,20.8
458,Pisco,0,PE,1554991200,30,-13.71,-76.2,71.6,4.7
459,Chake Chake,80,TZ,1554994275,100,-5.25,39.77,80.46,11.65
460,Ballina,75,IE,1554994207,71,54.11,-9.15,57.0,5.82
461,Sola,40,NO,1554994219,56,58.89,5.65,44.6,9.17
462,Tura,36,IN,1554994275,90,25.52,90.21,71.64,1.59
463,Svetlaya,20,RU,1554994276,100,46.54,138.33,31.95,4.27
464,Thunder Bay,90,CA,1554994123,63,48.41,-89.26,28.0,18.34
465,Tigil,88,RU,1554994276,83,57.8,158.67,18.45,2.59
466,Weligama,12,LK,1554994017,88,5.97,80.42,83.52,5.39
467,Jinchang,88,CN,1554994276,75,38.52,102.19,38.61,6.51
468,Pangody,12,RU,1554994276,74,65.85,74.49,7.92,8.19
469,Gari,48,RU,1554994277,67,59.43,62.35,52.02,7.96
470,Shuyskoye,88,RU,1554994277,72,59.37,41.03,40.05,8.19
471,Apac,24,UG,1554994277,55,1.98,32.53,84.42,6.29
472,Jiuquan,92,CN,1554994277,65,39.73,98.49,36.54,6.62
473,Yulara,0,AU,1554991200,25,-25.24,130.99,73.4,8.05
474,Yar-Sale,0,RU,1554994278,70,66.83,70.83,9.36,10.31
475,Moussoro,0,TD,1554994278,16,13.64,16.49,106.47,7.74
476,Broome,75,GB,1554994277,52,52.47,1.45,51.01,9.17
477,San Quintin,36,PH,1554994278,84,17.54,120.52,74.16,2.04
478,Vung Tau,0,VN,1554994137,96,10.35,107.08,83.7,9.19
479,Magrath,75,CA,1554991200,71,49.42,-112.86,32.0,6.93
480,Colac,0,AU,1554994218,98,-38.34,143.59,48.0,4.16
481,Jalu,0,LY,1554994279,21,29.03,21.55,84.69,14.23
482,Tromso,75,NO,1554992400,86,69.65,18.96,33.8,20.8
483,Kalabo,76,ZM,1554994279,64,-15.0,22.67,77.67,8.97
484,Fuxin,0,CN,1554994279,46,42.02,121.65,34.92,2.71
485,Baykit,44,RU,1554994279,68,61.68,96.39,10.62,8.19
486,Ponta Delgada,75,PT,1554993000,93,37.73,-25.67,62.6,16.11
487,Kolokani,0,ML,1554994280,15,13.58,-8.03,100.44,9.08
488,Kholmogory,90,RU,1554991200,86,64.23,41.65,26.6,4.47
489,Atambua,56,ID,1554994214,100,-9.11,124.89,78.57,3.71
490,Vestmanna,24,FO,1554992400,56,62.16,-7.17,42.8,11.41
491,Half Moon Bay,1,US,1554994280,87,37.46,-122.43,55.4,16.11
492,Gambo,0,NG,1554994280,24,11.96,9.63,104.94,5.39
493,Jackson,1,US,1554993972,56,35.61,-88.82,73.99,11.41
494,Sassandra,0,CI,1554994281,92,4.95,-6.09,85.68,10.31
495,Flin Flon,20,CA,1554991200,62,54.77,-101.88,21.2,4.7
496,Dois Vizinhos,0,BR,1554994281,70,-25.75,-53.06,76.86,3.94
497,Trinidad,75,UY,1554991200,82,-33.52,-56.9,68.0,6.93
498,Brae,80,GB,1554992400,70,60.4,-1.35,46.4,11.41
499,Maceira,20,PT,1554994241,55,39.68,-8.89,68.0,13.87
500,Kinel-Cherkassy,64,RU,1554994282,36,53.47,51.47,62.64,5.84
501,Walvis Bay,0,NA,1554991323,52,-22.95,14.51,69.8,11.41
502,Biloela,0,AU,1554994283,70,-24.4,150.51,63.9,10.42
503,Male,44,UA,1554994283,92,50.74,33.7,58.14,4.72
504,Takoradi,12,GH,1554994283,86,4.89,-1.75,86.04,8.08
505,Bathsheba,20,BB,1554991200,58,13.22,-59.52,86.0,19.46
506,Carauari,32,BR,1554994283,78,-4.88,-66.9,86.67,5.17
507,Alofi,88,NU,1554991200,94,-19.06,-169.92,75.2,3.36
508,Goure,0,NE,1554994284,14,13.98,10.27,107.46,4.61
509,Nouadhibou,0,MR,1554991200,56,20.93,-17.03,71.6,19.46
510,Harper,1,US,1554994242,22,30.3,-99.24,68.0,10.29
511,Sao Joao da Barra,75,BR,1554991200,58,-21.64,-41.05,84.2,9.17
512,Tha Maka,8,TH,1554993712,60,13.9,99.77,93.99,6.62
513,Mushie,92,CD,1554994284,84,-3.02,16.92,81.72,3.15
514,Van,75,TR,1554990600,57,38.51,43.37,50.0,11.41
515,Acapulco,20,MX,1554990540,83,16.86,-99.88,73.4,4.7
516,Shahreza,0,IR,1554994285,45,32.01,51.87,50.13,1.14
517,Parabel,48,RU,1554994285,96,58.71,81.5,28.98,5.17
518,Iwanai,0,JP,1554994285,96,42.97,140.51,36.36,6.17
519,Talavera de la Reina,32,ES,1554994286,51,39.96,-4.83,55.44,3.71
520,San Ramon,75,NI,1554994217,94,12.92,-85.84,69.8,2.48
521,Gamba,8,CN,1554994286,59,28.28,88.52,8.82,3.49
522,Matehuala,0,MX,1554994286,21,23.65,-100.64,64.8,5.5
523,Qeshm,90,IR,1554993000,69,26.96,56.27,80.6,11.41
524,Lasa,20,CY,1554994008,68,34.92,32.53,66.2,8.05
525,Teguldet,92,RU,1554994287,83,57.31,88.17,32.94,6.62
526,Torrevieja,0,ES,1554994280,43,37.98,-0.68,71.01,11.41
527,Ravar,76,IR,1554994287,63,31.27,56.81,61.47,1.36
528,Kroya,56,ID,1554994287,95,-6.5,108.06,73.8,2.71
529,Ngunguru,12,NZ,1554993485,93,-35.62,174.5,51.01,20.83
530,Rocha,32,UY,1554994288,77,-34.48,-54.34,71.46,6.4
531,Ulaangom,92,MN,1554994288,91,49.98,92.07,27.09,2.15
532,Quatre Cocos,40,MU,1554994144,78,-20.21,57.76,80.6,8.05
533,Bataipora,0,BR,1554994288,75,-22.3,-53.27,82.62,7.07
534,Kapiri Mposhi,68,ZM,1554994288,61,-13.97,28.68,77.22,8.75
535,Mandalgovi,20,MN,1554994289,63,45.76,106.27,37.44,10.09
536,Araguaina,12,BR,1554994289,85,-7.19,-48.21,85.86,4.5
537,Lashio,0,MM,1554994289,87,22.93,97.75,66.24,1.92
538,Beckley,1,US,1554993874,37,37.78,-81.19,69.8,5.39
539,Pangnirtung,20,CA,1554991200,77,66.15,-65.72,3.2,8.08
540,Karpathos,20,GR,1554992400,72,35.51,27.21,66.2,5.82
541,Topolobampo,0,MX,1554993735,70,25.6,-109.05,66.99,8.01
542,Fortuna,0,ES,1554994280,42,38.18,-1.13,71.01,11.41
543,Hammerfest,75,NO,1554992400,95,70.66,23.68,37.4,31.09
544,Fairbanks,1,US,1554994228,69,64.84,-147.72,33.8,8.05
545,Saint-Francois,0,FR,1554993054,45,46.42,3.91,62.6,13.87
546,Kathu,44,ZA,1554993990,44,-27.7,23.05,77.0,1.01
547,Amga,0,RU,1554994291,77,60.89,131.98,26.01,5.73
548,Riviere-au-Renard,5,CA,1554991200,51,49.0,-64.4,37.4,11.41
549,Sinnamary,92,GF,1554994291,100,5.38,-52.96,78.39,9.42
550,Nicoya,0,CR,1554991200,69,10.15,-85.45,82.4,3.36
551,Saint-Augustin,75,FR,1554994114,55,44.83,-0.61,62.01,9.17
552,Chishtian Mandi,32,PK,1554994292,47,29.8,72.87,81.36,3.15
553,Oga,24,NG,1554994292,74,8.18,5.65,88.29,5.95
554,Churachandpur,20,IN,1554994292,88,24.33,93.67,64.53,1.7
555,Ereymentau,0,KZ,1554994293,39,51.62,73.1,46.8,8.63
556,Catia La Mar,20,VE,1554994219,78,10.6,-67.03,81.0,3.36
557,Charters Towers,12,AU,1554994293,91,-20.07,146.27,66.6,6.73
558,Ketchikan,20,US,1554990780,100,55.34,-131.65,35.6,3.36
559,Nabire,80,ID,1554994293,96,-3.36,135.5,71.46,0.81
560,Mbini,88,GQ,1554994293,100,1.58,9.62,81.18,7.29
561,Grafenau,20,DE,1554994285,50,48.86,13.39,52.0,11.43
562,Albanel,5,CA,1554994005,58,48.88,-72.44,35.01,16.11
